key,scientificName,phylum,class,decimalLatitude,decimalLongitude,eventDate,taxon_group
3445782266,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-07,"Elasmobranchii (sharks & rays, class)"
3445782267,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-25,"Elasmobranchii (sharks & rays, class)"
3445782277,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-12,"Elasmobranchii (sharks & rays, class)"
3445782278,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-30,"Elasmobranchii (sharks & rays, class)"
3445782288,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-04,"Elasmobranchii (sharks & rays, class)"
3445782289,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-22,"Elasmobranchii (sharks & rays, class)"
3445782297,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-08,"Elasmobranchii (sharks & rays, class)"
3445782298,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-26,"Elasmobranchii (sharks & rays, class)"
3445784251,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-04,"Elasmobranchii (sharks & rays, class)"
3445784252,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-22,"Elasmobranchii (sharks & rays, class)"
3445784258,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-28,"Elasmobranchii (sharks & rays, class)"
3445784269,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-23,"Elasmobranchii (sharks & rays, class)"
3445784288,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.07,113.75,2011-01-26,"Elasmobranchii (sharks & rays, class)"
3445787344,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-07,"Elasmobranchii (sharks & rays, class)"
3445787434,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-25,"Elasmobranchii (sharks & rays, class)"
3445787440,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-30,"Elasmobranchii (sharks & rays, class)"
3445787448,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-04,"Elasmobranchii (sharks & rays, class)"
3445787451,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-26,"Elasmobranchii (sharks & rays, class)"
3445787664,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-16,"Elasmobranchii (sharks & rays, class)"
3445787675,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-03,"Elasmobranchii (sharks & rays, class)"
3445787676,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-21,"Elasmobranchii (sharks & rays, class)"
3445787679,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-13,"Elasmobranchii (sharks & rays, class)"
3445787688,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-17,"Elasmobranchii (sharks & rays, class)"
3445787821,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-03,"Elasmobranchii (sharks & rays, class)"
3445787964,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-01,"Elasmobranchii (sharks & rays, class)"
3445787968,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-05,"Elasmobranchii (sharks & rays, class)"
3445787969,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-23,"Elasmobranchii (sharks & rays, class)"
3445788084,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-09,"Elasmobranchii (sharks & rays, class)"
3445788085,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-27,"Elasmobranchii (sharks & rays, class)"
3445788094,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-06,"Elasmobranchii (sharks & rays, class)"
3445788121,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-04,"Elasmobranchii (sharks & rays, class)"
3445788122,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-22,"Elasmobranchii (sharks & rays, class)"
3445788188,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-12,"Elasmobranchii (sharks & rays, class)"
3445788189,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-30,"Elasmobranchii (sharks & rays, class)"
3445789262,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-07,"Elasmobranchii (sharks & rays, class)"
3445789263,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-25,"Elasmobranchii (sharks & rays, class)"
3445789277,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-09,"Elasmobranchii (sharks & rays, class)"
3445789278,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-27,"Elasmobranchii (sharks & rays, class)"
3445789284,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-14,"Elasmobranchii (sharks & rays, class)"
3445789290,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-06,"Elasmobranchii (sharks & rays, class)"
3445789291,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-24,"Elasmobranchii (sharks & rays, class)"
3445789297,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-28,"Elasmobranchii (sharks & rays, class)"
3445789393,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-23,"Elasmobranchii (sharks & rays, class)"
3445789396,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-26,"Elasmobranchii (sharks & rays, class)"
3445789402,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-31,"Elasmobranchii (sharks & rays, class)"
3445789407,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-20,"Elasmobranchii (sharks & rays, class)"
3445789412,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-27,"Elasmobranchii (sharks & rays, class)"
3445789431,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-01,"Elasmobranchii (sharks & rays, class)"
3445789634,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-17,"Elasmobranchii (sharks & rays, class)"
3445789645,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-04,"Elasmobranchii (sharks & rays, class)"
3445789646,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-22,"Elasmobranchii (sharks & rays, class)"
3445789650,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-14,"Elasmobranchii (sharks & rays, class)"
3445789656,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-18,"Elasmobranchii (sharks & rays, class)"
3445789787,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-04,"Elasmobranchii (sharks & rays, class)"
3445789931,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-02,"Elasmobranchii (sharks & rays, class)"
3445789936,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-24,"Elasmobranchii (sharks & rays, class)"
3445789990,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-17,"Elasmobranchii (sharks & rays, class)"
3445790056,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-07,"Elasmobranchii (sharks & rays, class)"
3445790061,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-28,"Elasmobranchii (sharks & rays, class)"
3445790083,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-05,"Elasmobranchii (sharks & rays, class)"
3445790084,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-23,"Elasmobranchii (sharks & rays, class)"
3445790134,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-11,"Elasmobranchii (sharks & rays, class)"
3445790154,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-31,"Elasmobranchii (sharks & rays, class)"
3445790279,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-08,"Elasmobranchii (sharks & rays, class)"
3445790285,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-10,"Elasmobranchii (sharks & rays, class)"
3445790286,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-29,"Elasmobranchii (sharks & rays, class)"
3445790296,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-16,"Elasmobranchii (sharks & rays, class)"
3445790311,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-03,"Elasmobranchii (sharks & rays, class)"
3445790312,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-21,"Elasmobranchii (sharks & rays, class)"
3445790389,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-13,"Elasmobranchii (sharks & rays, class)"
3445790390,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-31,"Elasmobranchii (sharks & rays, class)"
3445790529,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-03,"Elasmobranchii (sharks & rays, class)"
3445790533,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-25,"Elasmobranchii (sharks & rays, class)"
3445790538,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-17,"Elasmobranchii (sharks & rays, class)"
3445790560,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-04,"Elasmobranchii (sharks & rays, class)"
3445790783,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-02,"Elasmobranchii (sharks & rays, class)"
3445790784,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-20,"Elasmobranchii (sharks & rays, class)"
3445790791,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-12,"Elasmobranchii (sharks & rays, class)"
3445790799,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-16,"Elasmobranchii (sharks & rays, class)"
3445790927,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-02,"Elasmobranchii (sharks & rays, class)"
3445791068,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-29,"Elasmobranchii (sharks & rays, class)"
3445791077,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-04,"Elasmobranchii (sharks & rays, class)"
3445791078,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-22,"Elasmobranchii (sharks & rays, class)"
3445791187,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-08,"Elasmobranchii (sharks & rays, class)"
3445791188,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-26,"Elasmobranchii (sharks & rays, class)"
3445791197,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-05,"Elasmobranchii (sharks & rays, class)"
3445791224,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-03,"Elasmobranchii (sharks & rays, class)"
3445791225,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-21,"Elasmobranchii (sharks & rays, class)"
3445791470,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-18,"Elasmobranchii (sharks & rays, class)"
3445791504,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-31,"Elasmobranchii (sharks & rays, class)"
3445791544,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-18,"Elasmobranchii (sharks & rays, class)"
3445793355,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-10,"Elasmobranchii (sharks & rays, class)"
3445793378,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-12,"Elasmobranchii (sharks & rays, class)"
3445793424,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-02,"Elasmobranchii (sharks & rays, class)"
3445793425,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-20,"Elasmobranchii (sharks & rays, class)"
3445793518,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-01,"Elasmobranchii (sharks & rays, class)"
3445793633,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-29,"Elasmobranchii (sharks & rays, class)"
3445793641,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-02,"Elasmobranchii (sharks & rays, class)"
3445793642,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-20,"Elasmobranchii (sharks & rays, class)"
3445793848,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-14,"Elasmobranchii (sharks & rays, class)"
3445793861,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-11,"Elasmobranchii (sharks & rays, class)"
3445793915,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-07,"Elasmobranchii (sharks & rays, class)"
3445793916,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-25,"Elasmobranchii (sharks & rays, class)"
3445794004,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-01,"Elasmobranchii (sharks & rays, class)"
3445794172,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-03,"Elasmobranchii (sharks & rays, class)"
3445794174,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-28,"Elasmobranchii (sharks & rays, class)"
3445794178,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-31,"Elasmobranchii (sharks & rays, class)"
3445794290,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-07,"Elasmobranchii (sharks & rays, class)"
3445794291,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-25,"Elasmobranchii (sharks & rays, class)"
3445794297,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-28,"Elasmobranchii (sharks & rays, class)"
3445795143,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-24,"Elasmobranchii (sharks & rays, class)"
3445795166,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-26,"Elasmobranchii (sharks & rays, class)"
3445795171,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-13,"Elasmobranchii (sharks & rays, class)"
3445795172,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-31,"Elasmobranchii (sharks & rays, class)"
3445795179,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-23,"Elasmobranchii (sharks & rays, class)"
3445795185,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-09,"Elasmobranchii (sharks & rays, class)"
3445795186,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-27,"Elasmobranchii (sharks & rays, class)"
3445795273,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-29,"Elasmobranchii (sharks & rays, class)"
3445796141,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-16,"Elasmobranchii (sharks & rays, class)"
3445796164,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-11,"Elasmobranchii (sharks & rays, class)"
3445796169,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-17,"Elasmobranchii (sharks & rays, class)"
3445796176,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-09,"Elasmobranchii (sharks & rays, class)"
3445796177,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-27,"Elasmobranchii (sharks & rays, class)"
3445796183,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-12,"Elasmobranchii (sharks & rays, class)"
3445796184,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-30,"Elasmobranchii (sharks & rays, class)"
3445796206,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-28,"Elasmobranchii (sharks & rays, class)"
3445796216,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-24,"Elasmobranchii (sharks & rays, class)"
3445796240,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-13,"Elasmobranchii (sharks & rays, class)"
3445796243,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-01,"Elasmobranchii (sharks & rays, class)"
3445796260,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-30,"Elasmobranchii (sharks & rays, class)"
3445796274,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-06,"Elasmobranchii (sharks & rays, class)"
3445796327,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-28,"Elasmobranchii (sharks & rays, class)"
3445796336,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-15,"Elasmobranchii (sharks & rays, class)"
3445796344,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-07,"Elasmobranchii (sharks & rays, class)"
3445796345,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-25,"Elasmobranchii (sharks & rays, class)"
3445796355,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-10,"Elasmobranchii (sharks & rays, class)"
3445796356,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-29,"Elasmobranchii (sharks & rays, class)"
3445796537,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-02,"Elasmobranchii (sharks & rays, class)"
3445796574,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-16,"Elasmobranchii (sharks & rays, class)"
3445796613,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-02,"Elasmobranchii (sharks & rays, class)"
3445796614,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-20,"Elasmobranchii (sharks & rays, class)"
3445796642,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-01,"Elasmobranchii (sharks & rays, class)"
3445797354,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-10,"Elasmobranchii (sharks & rays, class)"
3445797369,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-28,"Elasmobranchii (sharks & rays, class)"
3445797421,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-11,"Elasmobranchii (sharks & rays, class)"
3445797428,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-05,"Elasmobranchii (sharks & rays, class)"
3445797450,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-07,"Elasmobranchii (sharks & rays, class)"
3445797451,"Triaenodon obesus (Rüppell, 1837)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-25,"Elasmobranchii (sharks & rays, class)"
3445797544,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-01,"Elasmobranchii (sharks & rays, class)"
3445797548,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-07,"Elasmobranchii (sharks & rays, class)"
3445797555,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-06,"Elasmobranchii (sharks & rays, class)"
3445797556,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-24,"Elasmobranchii (sharks & rays, class)"
3445797597,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.73,2011-01-28,"Elasmobranchii (sharks & rays, class)"
3445797692,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-28,"Elasmobranchii (sharks & rays, class)"
3445797697,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-15,"Elasmobranchii (sharks & rays, class)"
3445797702,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-25,"Elasmobranchii (sharks & rays, class)"
3445797707,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-10,"Elasmobranchii (sharks & rays, class)"
3445797708,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-29,"Elasmobranchii (sharks & rays, class)"
3445797713,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-20,"Elasmobranchii (sharks & rays, class)"
3445797926,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-06,"Elasmobranchii (sharks & rays, class)"
3445797927,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-24,"Elasmobranchii (sharks & rays, class)"
3445797937,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-16,"Elasmobranchii (sharks & rays, class)"
3445797994,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-11,"Elasmobranchii (sharks & rays, class)"
3445798081,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.12,113.76,2011-01-01,"Elasmobranchii (sharks & rays, class)"
3445798261,"Carcharhinus amblyrhynchos (Bleeker, 1856)",Chordata,Elasmobranchii,-23.14,113.75,2011-01-19,"Elasmobranchii (sharks & rays, class)"
3445799305,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-08,"Elasmobranchii (sharks & rays, class)"
3445799306,"Negaprion acutidens (Rüppell, 1837)",Chordata,Elasmobranchii,-23.13,113.77,2011-01-26,"Elasmobranchii (sharks & rays, class)"
